CODE,CENTER_LAT,CENTER_LON
5111066,11.500000000000002,66.5
5111067,11.500000000000002,67.5
5111068,11.500000000000002,68.5
5111069,11.500000000000002,69.5
5111070,11.500000000000002,70.5
5111071,11.500000000000002,71.5
5111072,11.500125929573885,72.49988154115111
5111073,11.500001475312496,73.50004247539094
5111074,11.500000000000002,74.5
5111075,11.417355272858462,75.3278830955448
5111079,11.525661743773558,79.90607801401592
5111080,11.500000000000002,80.5
5111081,11.500000000000002,81.5
5111082,11.500000000000002,82.5
5111083,11.500000000000002,83.5
5111084,11.500000000000002,84.5
5111085,11.500000000000002,85.5
5111086,11.500000000000002,86.5
5111087,11.500000000000002,87.5
5111088,11.500000000000002,88.5
5111089,11.500000000000002,89.5
5111090,11.500000000000002,90.5
5111091,11.500000000000002,91.5
5111092,11.47387643610102,92.4816565725442
5111093,11.498044198306786,93.50223260053681
5111094,11.500000000000002,94.5
5111095,11.500000000000002,95.5
5111096,11.500000000000002,96.5
5111097,11.49836757484422,97.4992836585694
5111098,11.462341724313918,98.3447092563218
5112042,12.915235476491159,42.88205232161645
5112043,12.468525008456446,43.56841791390377
5112044,12.360161658609098,44.52749952298946
5112045,12.49160222157052,45.50930999723761
5112046,12.500000000000002,46.5
5112047,12.500000000000002,47.5
5112048,12.500000000000002,48.5
5112049,12.500000000000002,49.5
5112050,12.500000000000002,50.5
5112051,12.500000000000002,51.5
5112052,12.505514997411652,52.50456596710334
5112053,12.500855958316878,53.4525436665019
5112054,12.497051849420595,54.53989137311692
5112055,12.500000000000002,55.5
5112056,12.500000000000002,56.5
5112057,12.500000000000002,57.5
5112058,12.500000000000002,58.5
5112059,12.500000000000002,59.5
5112060,12.500000000000002,60.5
5112061,12.500000000000002,61.5
5112062,12.500000000000002,62.5
5112063,12.500000000000002,63.5
5112064,12.500000000000002,64.5
5112065,12.500000000000002,65.5
5112066,12.500000000000002,66.5
5112067,12.500000000000002,67.5
5112068,12.500000000000002,68.5
5112069,12.500000000000002,69.5
5112070,12.500000000000002,70.5
5112071,12.500000000000002,71.5
5112072,12.500000000000002,72.5
5112073,12.500000000000002,73.5
5112074,12.477838026049207,74.46962857914744
5112075,12.155103407382713,75.06836609383832
5112079,12.079822660646101,79.95116973884363
5112080,12.465694620593803,80.56501814482361
5112081,12.500000000000002,81.5
5112082,12.500000000000002,82.5
5112083,12.500000000000002,83.5
5112084,12.500000000000002,84.5
5112085,12.500000000000002,85.5
5112086,12.500000000000002,86.5
5112087,12.500000000000002,87.5
5112088,12.500000000000002,88.5
5112089,12.500000000000002,89.5
5112090,12.500000000000002,90.5
5112091,12.500000000000002,91.5
